vectorno,label,model,alpha,type,preprocessor,tokenizer,max_features,stop_words,lowercase,strip_accents,score_type,score
42,threat,multi,{'alpha': 0.01},tfidf,0,0,5000,english,True,,recall,0.18421052631578946
42,threat,bern,{'alpha': 0.1},tfidf,0,0,5000,english,True,,recall,0.8289473684210527
42,threat,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,,roc_auc,0.5525055046896306
42,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,,roc_auc,0.8418036940863433
42,insult,multi,{'alpha': 50.0},tfidf,0,0,5000,english,True,,precision,1.0
42,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,,precision,0.4956423952769188
42,insult,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,,recall,0.48748957464553794
42,insult,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,,recall,0.8836530442035029
42,insult,multi,{'alpha': 0.5},tfidf,0,0,5000,english,True,,roc_auc,0.7339740931608478
42,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,,roc_auc,0.8478163244980034
42,identity_hate,multi,{'alpha': 1.0},tfidf,0,0,5000,english,True,,precision,0.8
42,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,True,,precision,0.1168289290681502
42,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,5000,english,True,,recall,0.2546728971962617
42,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,,recall,0.8574766355140186
42,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,,roc_auc,0.6228278657358073
42,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,True,,roc_auc,0.8656819822604715
43,toxic,multi,{'alpha': 100.0},tfidf,0,0,5000,english,False,,precision,0.961038961038961
43,toxic,bern,{'alpha': 15.0},tfidf,0,0,5000,english,False,,precision,0.49420485175202156
43,toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,,recall,0.5285621901271825
43,toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,,recall,0.8732485449450312
43,toxic,multi,{'alpha': 1.0},tfidf,0,0,5000,english,False,,roc_auc,0.7524265369075619
43,toxic,bern,{'alpha': 15.0},tfidf,0,0,5000,english,False,,roc_auc,0.8517017994887924
43,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,5000,english,False,,precision,0.39090909090909093
43,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,,precision,0.16505977632086385
43,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,5000,english,False,,recall,0.49159663865546216
43,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,,recall,0.9411764705882353
43,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,,roc_auc,0.7379112010386908
43,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,,roc_auc,0.9266780188284931
43,obscene,multi,{'alpha': 50.0},tfidf,0,0,5000,english,False,,precision,1.0
43,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,,precision,0.4859070103589497
43,obscene,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,,recall,0.5533489096573209
43,obscene,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,,recall,0.8859034267912772
43,obscene,multi,{'alpha': 0.5},tfidf,0,0,5000,english,False,,roc_auc,0.7677197709840755
43,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,,roc_auc,0.8690988100964232
43,threat,multi,{'alpha': 0.0001},tfidf,0,0,5000,english,False,,precision,0.2248062015503876
43,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,,precision,0.06348208673790069
43,threat,multi,{'alpha': 0.01},tfidf,0,0,5000,english,False,,recall,0.19736842105263158
43,threat,bern,{'alpha': 0.1},tfidf,0,0,5000,english,False,,recall,0.8092105263157895
43,threat,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,,roc_auc,0.5778442186658469
43,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,,roc_auc,0.8165826217694854
43,insult,multi,{'alpha': 20.0},tfidf,0,0,5000,english,False,,precision,0.7935483870967742
43,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,,precision,0.44877308373387303
43,insult,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,,recall,0.4808173477898249
43,insult,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,,recall,0.878231859883236
43,insult,multi,{'alpha': 0.5},tfidf,0,0,5000,english,False,,roc_auc,0.7255727403960978
43,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,,roc_auc,0.8458646714729287
43,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,5000,english,False,,precision,0.4067796610169492
43,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,False,,precision,0.09448600720421169
43,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,5000,english,False,,recall,0.2757009345794392
43,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,,recall,0.852803738317757
43,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,,roc_auc,0.6224907435847041
43,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,False,,roc_auc,0.8638299831809281
44,toxic,multi,{'alpha': 50.0},tfidf,0,0,5000,english,True,ascii,precision,1.0
44,toxic,bern,{'alpha': 15.0},tfidf,0,0,5000,english,True,ascii,precision,0.5286292654713707
44,toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,ascii,recall,0.5266221168355248
44,toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,ascii,recall,0.8799310196162966
44,toxic,multi,{'alpha': 1.0},tfidf,0,0,5000,english,True,ascii,roc_auc,0.7532539946497954
44,toxic,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,ascii,roc_auc,0.8395127360218463
44,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,5000,english,True,ascii,precision,0.6326530612244898
44,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,ascii,precision,0.1945970695970696
44,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,5000,english,True,ascii,recall,0.4117647058823529
44,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,ascii,recall,0.9474789915966386
44,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,ascii,roc_auc,0.6955537583472258
44,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,ascii,roc_auc,0.9278215094191357
44,obscene,multi,{'alpha': 50.0},tfidf,0,0,5000,english,True,ascii,precision,1.0
44,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,ascii,precision,0.5425616547334925
44,obscene,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,ascii,recall,0.5630841121495327
44,obscene,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,ascii,recall,0.8921339563862928
44,obscene,multi,{'alpha': 0.5},tfidf,0,0,5000,english,True,ascii,roc_auc,0.7752617934408764
44,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,ascii,roc_auc,0.8792720676083146
44,threat,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,ascii,precision,0.5714285714285714
44,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,ascii,precision,0.09981167608286252
44,threat,multi,{'alpha': 0.01},tfidf,0,0,5000,english,True,ascii,recall,0.17763157894736842
44,threat,bern,{'alpha': 0.1},tfidf,0,0,5000,english,True,ascii,recall,0.8223684210526315
44,threat,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,ascii,roc_auc,0.5525055046896306
44,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,ascii,roc_auc,0.8386402946598704
44,insult,multi,{'alpha': 50.0},tfidf,0,0,5000,english,True,ascii,precision,1.0
44,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,ascii,precision,0.49563994374120957
44,insult,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,ascii,recall,0.48790658882402
44,insult,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,ascii,recall,0.8828190158465388
44,insult,multi,{'alpha': 0.5},tfidf,0,0,5000,english,True,ascii,roc_auc,0.7337986657937371
44,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,ascii,roc_auc,0.8476188439828058
44,identity_hate,multi,{'alpha': 1.0},tfidf,0,0,5000,english,True,ascii,precision,0.7954545454545454
44,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,True,ascii,precision,0.11733983286908078
44,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,5000,english,True,ascii,recall,0.2546728971962617
44,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,ascii,recall,0.8598130841121495
44,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,ascii,roc_auc,0.6239960900348728
44,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,True,ascii,roc_auc,0.8669030439261225
45,toxic,multi,{'alpha': 100.0},tfidf,0,0,5000,english,False,ascii,precision,0.961038961038961
45,toxic,bern,{'alpha': 15.0},tfidf,0,0,5000,english,False,ascii,precision,0.4945351504520308
45,toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,ascii,recall,0.5289933175253287
45,toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,ascii,recall,0.8732485449450312
45,toxic,multi,{'alpha': 1.0},tfidf,0,0,5000,english,False,ascii,roc_auc,0.7523187550580255
45,toxic,bern,{'alpha': 15.0},tfidf,0,0,5000,english,False,ascii,roc_auc,0.8515674347503726
45,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,5000,english,False,ascii,precision,0.3926940639269406
45,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,ascii,precision,0.16473765432098766
45,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,5000,english,False,ascii,recall,0.49159663865546216
45,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,ascii,recall,0.9411764705882353
45,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,ascii,roc_auc,0.7379112010386908
45,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,ascii,roc_auc,0.9256275986604259
45,obscene,multi,{'alpha': 50.0},tfidf,0,0,5000,english,False,ascii,precision,1.0
45,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,ascii,precision,0.4869628198937711
45,obscene,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,ascii,recall,0.5521806853582555
45,obscene,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,ascii,recall,0.8855140186915887
45,obscene,multi,{'alpha': 0.5},tfidf,0,0,5000,english,False,ascii,roc_auc,0.7671356588345428
45,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,ascii,roc_auc,0.8691984227140215
45,threat,multi,{'alpha': 0.0001},tfidf,0,0,5000,english,False,ascii,precision,0.2125984251968504
45,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,ascii,precision,0.06392405063291139
45,threat,multi,{'alpha': 0.01},tfidf,0,0,5000,english,False,ascii,recall,0.19736842105263158
45,threat,bern,{'alpha': 0.1},tfidf,0,0,5000,english,False,ascii,recall,0.8092105263157895
45,threat,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,ascii,roc_auc,0.577833712477702
45,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,ascii,roc_auc,0.8166981898390784
45,insult,multi,{'alpha': 20.0},tfidf,0,0,5000,english,False,ascii,precision,0.7967741935483871
45,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,ascii,precision,0.449936628643853
45,insult,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,ascii,recall,0.48123436196830693
45,insult,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,ascii,recall,0.8786488740617181
45,insult,multi,{'alpha': 0.5},tfidf,0,0,5000,english,False,ascii,roc_auc,0.7253862864549435
45,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,ascii,roc_auc,0.8461724177285607
45,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,5000,english,False,ascii,precision,0.4067796610169492
45,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,False,ascii,precision,0.09472222222222222
45,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,5000,english,False,ascii,recall,0.27102803738317754
45,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,ascii,recall,0.8551401869158879
45,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,ascii,roc_auc,0.6225013110580213
45,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,False,ascii,roc_auc,0.8639250904407821
46,toxic,multi,{'alpha': 50.0},tfidf,0,0,5000,english,True,unicode,precision,1.0
46,toxic,bern,{'alpha': 15.0},tfidf,0,0,5000,english,True,unicode,precision,0.5281060824445085
46,toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,unicode,recall,0.526837680534598
46,toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,unicode,recall,0.8803621470144428
46,toxic,multi,{'alpha': 1.0},tfidf,0,0,5000,english,True,unicode,roc_auc,0.75263050325562
46,toxic,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,unicode,roc_auc,0.8396886666865107
46,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,5000,english,True,unicode,precision,0.625
46,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,unicode,precision,0.1945970695970696
46,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,5000,english,True,unicode,recall,0.41386554621848737
46,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,unicode,recall,0.9474789915966386
46,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,unicode,roc_auc,0.6966041785152929
46,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,unicode,roc_auc,0.9278215094191357
46,obscene,multi,{'alpha': 50.0},tfidf,0,0,5000,english,True,unicode,precision,1.0
46,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,unicode,precision,0.5421080508474576
46,obscene,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,unicode,recall,0.5638629283489096
46,obscene,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,unicode,recall,0.8925233644859814
46,obscene,multi,{'alpha': 0.5},tfidf,0,0,5000,english,True,unicode,roc_auc,0.7754897016965867
46,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,unicode,roc_auc,0.8794224993836707
46,threat,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,unicode,precision,0.5714285714285714
46,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,unicode,precision,0.09943714821763602
46,threat,multi,{'alpha': 0.01},tfidf,0,0,5000,english,True,unicode,recall,0.17763157894736842
46,threat,bern,{'alpha': 0.1},tfidf,0,0,5000,english,True,unicode,recall,0.8223684210526315
46,threat,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,unicode,roc_auc,0.5525055046896306
46,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,unicode,roc_auc,0.838598269907291
46,insult,multi,{'alpha': 50.0},tfidf,0,0,5000,english,True,unicode,precision,1.0
46,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,unicode,precision,0.4957817772778403
46,insult,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,unicode,recall,0.4870725604670559
46,insult,bern,{'alpha': 2.0},tfidf,0,0,5000,english,True,unicode,recall,0.8832360300250208
46,insult,multi,{'alpha': 0.5},tfidf,0,0,5000,english,True,unicode,roc_auc,0.7337766126456503
46,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,True,unicode,roc_auc,0.847827351072047
46,identity_hate,multi,{'alpha': 1.0},tfidf,0,0,5000,english,True,unicode,precision,0.7954545454545454
46,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,True,unicode,precision,0.11658570437196392
46,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,5000,english,True,unicode,recall,0.2523364485981308
46,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,5000,english,True,unicode,recall,0.8621495327102804
46,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,5000,english,True,unicode,roc_auc,0.6216490739634247
46,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,True,unicode,roc_auc,0.8656185774205687
47,toxic,multi,{'alpha': 100.0},tfidf,0,0,5000,english,False,unicode,precision,0.961038961038961
47,toxic,bern,{'alpha': 15.0},tfidf,0,0,5000,english,False,unicode,precision,0.4928801719505642
47,toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,unicode,recall,0.5283466264281095
47,toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,unicode,recall,0.8736796723431774
47,toxic,multi,{'alpha': 1.0},tfidf,0,0,5000,english,False,unicode,roc_auc,0.7523187550580255
47,toxic,bern,{'alpha': 15.0},tfidf,0,0,5000,english,False,unicode,roc_auc,0.8516621664543836
47,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,5000,english,False,unicode,precision,0.39090909090909093
47,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,unicode,precision,0.16480554485945323
47,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,5000,english,False,unicode,recall,0.49159663865546216
47,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,unicode,recall,0.9411764705882353
47,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,unicode,roc_auc,0.7379006228340237
47,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,unicode,roc_auc,0.9266357060098247
47,obscene,multi,{'alpha': 50.0},tfidf,0,0,5000,english,False,unicode,precision,1.0
47,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,unicode,precision,0.4861545870455093
47,obscene,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,unicode,recall,0.5521806853582555
47,obscene,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,unicode,recall,0.8862928348909658
47,obscene,multi,{'alpha': 0.5},tfidf,0,0,5000,english,False,unicode,roc_auc,0.767319294815765
47,obscene,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,unicode,roc_auc,0.8694882181961118
47,threat,multi,{'alpha': 0.0001},tfidf,0,0,5000,english,False,unicode,precision,0.21774193548387097
47,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,unicode,precision,0.06388361796331436
47,threat,multi,{'alpha': 0.01},tfidf,0,0,5000,english,False,unicode,recall,0.19736842105263158
47,threat,bern,{'alpha': 0.1},tfidf,0,0,5000,english,False,unicode,recall,0.8092105263157895
47,threat,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,unicode,roc_auc,0.577833712477702
47,threat,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,unicode,roc_auc,0.8166876836509336
47,insult,multi,{'alpha': 20.0},tfidf,0,0,5000,english,False,unicode,precision,0.7935483870967742
47,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,unicode,precision,0.4491396761133603
47,insult,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,unicode,recall,0.48040033361134277
47,insult,bern,{'alpha': 2.0},tfidf,0,0,5000,english,False,unicode,recall,0.8786488740617181
47,insult,multi,{'alpha': 0.5},tfidf,0,0,5000,english,False,unicode,roc_auc,0.7253752598809001
47,insult,bern,{'alpha': 10.0},tfidf,0,0,5000,english,False,unicode,roc_auc,0.8460952317102566
47,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,5000,english,False,unicode,precision,0.4
47,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,False,unicode,precision,0.09432918395573997
47,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,5000,english,False,unicode,recall,0.2757009345794392
47,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,5000,english,False,unicode,recall,0.8551401869158879
47,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,5000,english,False,unicode,roc_auc,0.6225013110580213
47,identity_hate,bern,{'alpha': 1.0},tfidf,0,0,5000,english,False,unicode,roc_auc,0.8637665783410253
48,toxic,multi,{'alpha': 50.0},tfidf,0,0,6000,,True,,precision,1.0
48,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,True,,precision,0.3031875463306153
48,toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,,recall,0.5113170942013365
48,toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,,recall,0.8551411942228929
48,toxic,multi,{'alpha': 0.5},tfidf,0,0,6000,,True,,roc_auc,0.7499325738313671
48,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,True,,roc_auc,0.7986102442687181
48,severe_toxic,multi,{'alpha': 2.0},tfidf,0,0,6000,,True,,precision,0.6216216216216216
48,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,,precision,0.04211026615969582
48,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,,True,,recall,0.4180672268907563
48,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,6000,,True,,recall,0.930672268907563
48,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,,roc_auc,0.6934211833970899
48,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,,roc_auc,0.8587395660233755
48,obscene,multi,{'alpha': 50.0},tfidf,0,0,6000,,True,,precision,1.0
48,obscene,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,,precision,0.37412993039443154
48,obscene,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,,recall,0.5521806853582555
48,obscene,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,,recall,0.867601246105919
48,obscene,multi,{'alpha': 0.5},tfidf,0,0,6000,,True,,roc_auc,0.7656040674290188
48,obscene,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,,roc_auc,0.8409249983191017
48,threat,multi,{'alpha': 0.001},tfidf,0,0,6000,,True,,precision,0.5098039215686274
48,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,True,,precision,0.11869031377899045
48,threat,multi,{'alpha': 0.01},tfidf,0,0,6000,,True,,recall,0.19078947368421054
48,threat,bern,{'alpha': 0.1},tfidf,0,0,6000,,True,,recall,0.8618421052631579
48,threat,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,,roc_auc,0.5492475495698546
48,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,True,,roc_auc,0.7793972129847637
48,insult,multi,{'alpha': 20.0},tfidf,0,0,6000,,True,,precision,0.9649122807017544
48,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,,precision,0.4031912360085735
48,insult,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,,recall,0.48498748957464555
48,insult,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,,recall,0.8628023352793995
48,insult,multi,{'alpha': 0.5},tfidf,0,0,6000,,True,,roc_auc,0.7280496777049202
48,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,True,,roc_auc,0.8253699075321984
48,identity_hate,multi,{'alpha': 1.0},tfidf,0,0,6000,,True,,precision,0.7741935483870968
48,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,,precision,0.0824534942182001
48,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,6000,,True,,recall,0.24532710280373832
48,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,6000,,True,,recall,0.8644859813084113
48,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,,roc_auc,0.6158185199414147
48,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,True,,roc_auc,0.8446062924859339
49,toxic,multi,{'alpha': 100.0},tfidf,0,0,6000,,False,,precision,0.8648648648648649
49,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,False,,precision,0.28026305727613365
49,toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,,recall,0.5203707695624057
49,toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,,recall,0.8521233024358698
49,toxic,multi,{'alpha': 0.5},tfidf,0,0,6000,,False,,roc_auc,0.7512061370080942
49,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,False,,roc_auc,0.7858426760272843
49,severe_toxic,multi,{'alpha': 10.0},tfidf,0,0,6000,,False,,precision,0.55
49,severe_toxic,bern,{'alpha': 0.0},tfidf,0,0,6000,,False,,precision,0.05861905514299257
49,severe_toxic,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,,recall,0.4894957983193277
49,severe_toxic,bern,{'alpha': 0.5},tfidf,0,0,6000,,False,,recall,0.9327731092436975
49,severe_toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,,roc_auc,0.7355882184045472
49,severe_toxic,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,,roc_auc,0.8538281011518154
49,obscene,multi,{'alpha': 50.0},tfidf,0,0,6000,,False,,precision,0.8923076923076924
49,obscene,bern,{'alpha': 15.0},tfidf,0,0,6000,,False,,precision,0.30195160031225604
49,obscene,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,,recall,0.5447819314641744
49,obscene,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,,recall,0.8617601246105919
49,obscene,multi,{'alpha': 0.5},tfidf,0,0,6000,,False,,roc_auc,0.7593872479299092
49,obscene,bern,{'alpha': 20.0},tfidf,0,0,6000,,False,,roc_auc,0.7721705137687119
49,threat,multi,{'alpha': 0.0001},tfidf,0,0,6000,,False,,precision,0.2230769230769231
49,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,False,,precision,0.06807131280388978
49,threat,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,,recall,0.19736842105263158
49,threat,bern,{'alpha': 0.1},tfidf,0,0,6000,,False,,recall,0.8355263157894737
49,threat,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,,roc_auc,0.5710131227819502
49,threat,bern,{'alpha': 1.0},tfidf,0,0,6000,,False,,roc_auc,0.7642336731071444
49,insult,multi,{'alpha': 20.0},tfidf,0,0,6000,,False,,precision,0.657051282051282
49,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,False,,precision,0.3178710035113657
49,insult,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,,recall,0.48206839032527105
49,insult,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,,recall,0.8569641367806505
49,insult,multi,{'alpha': 0.5},tfidf,0,0,6000,,False,,roc_auc,0.7255627116396386
49,insult,bern,{'alpha': 15.0},tfidf,0,0,6000,,False,,roc_auc,0.8179331087002245
49,identity_hate,multi,{'alpha': 2.0},tfidf,0,0,6000,,False,,precision,0.2717391304347826
49,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,,precision,0.05994897959183673
49,identity_hate,multi,{'alpha': 0.01},tfidf,0,0,6000,,False,,recall,0.2757009345794392
49,identity_hate,bern,{'alpha': 0.5},tfidf,0,0,6000,,False,,recall,0.852803738317757
49,identity_hate,multi,{'alpha': 0.1},tfidf,0,0,6000,,False,,roc_auc,0.618753586274531
49,identity_hate,bern,{'alpha': 2.0},tfidf,0,0,6000,,False,,roc_auc,0.8298281995494504
50,toxic,multi,{'alpha': 50.0},tfidf,0,0,6000,,True,ascii,precision,1.0
50,toxic,bern,{'alpha': 20.0},tfidf,0,0,6000,,True,ascii,precision,0.30281574180800264
50,toxic,multi,{'alpha': 0.1},tfidf,0,0,6000,,True,ascii,recall,0.5106704031041173
